[["3"]]		[["802"]]
[["4"]]		[["1240"]]
[["5"]]		[["1952"]]
[["6"]]		[["1671"]]
[["7"]]		[["1564"]]
[["8"]]		[["1953"]]
[["9"]]		[["3813"]]
[["10"]]	[["3449"]]
[["11"]]	[["3366"]]
]
